,geo_key_id,geo_type,geo_value,population
88,4448,county,02180,120908.5412142995
89,4449,county,02185,11014.10914126137
90,4450,county,02188,69347.92821880817
91,4451,county,02195,10008.0
92,4452,county,02198,52180.395247368746
93,4453,county,02220,30634.157115260783
94,4454,county,02230,618.0
95,4455,county,02240,47373.96746418888
96,4456,county,02261,
97,5393,county,02270,
98,4457,county,02275,7252.09659485754
99,4458,county,02282,31.922648083623695
100,4459,county,02290,143985.30248535593
101,2232,county,04000,
102,54,county,04001,169775.12753303087
103,55,county,04003,121640.55874261257
104,56,county,04005,174146.37548474967
105,57,county,04007,27987.131335717648
106,58,county,04009,98192.68388375378
107,59,county,04011,38855.21341118892
108,2233,county,04012,5087.352294854174
109,60,county,04013,916208.7065479388
110,61,county,04015,209822.31968278147
111,62,county,04017,151735.17541918994
112,63,county,04019,288038.9861272054
113,64,county,04021,245958.28685806302
114,65,county,04023,13668.26844179164
115,66,county,04025,124337.89584035733
116,67,county,04027,77190.96785950681
117,68,county,05000,
118,69,county,05001,20262.648343829303
119,70,county,05003,69369.63803487385
120,71,county,05005,71581.75237139166
121,72,county,05007,140849.4566425315
122,73,county,05009,86996.036402545
123,2101,county,05011,51406.27950546048
124,74,county,05013,125200.54892952445
125,75,county,05015,81399.5981193743
126,4460,county,05017,54912.42496180476
127,76,county,05019,107482.0
128,77,county,05021,83497.06417558648
129,78,county,05023,93767.88541851779
130,79,county,05025,11969.310893715332
131,80,county,05027,204294.9681668496
132,81,county,05029,133956.94311398687
133,82,county,05031,25499.405693784924
134,83,county,05033,28006.384989013615
135,84,county,05035,65497.1874782958
136,85,county,05037,32141.561919765525
137,2464,county,05039,25227.63566299604
138,86,county,05041,38368.75621046324
139,87,county,05043,17799.977876729827
140,88,county,05045,96784.20949593795
141,89,county,05047,21061.525724377007
142,90,county,05049,117847.89469675478
143,91,county,05051,90212.35065397264
144,92,county,05053,31005.017541353867
145,2234,county,05055,69242.16272565632
146,93,county,05057,96067.30601942216
147,2337,county,05059,109967.55031215056
148,2132,county,05061,85633.54461816775
149,94,county,05063,199036.32765957987
150,95,county,05065,53948.33599616673
151,2381,county,05067,110602.28983007837
152,96,county,05069,112147.56755110162
153,97,county,05071,148661.26967590343
154,2465,county,05073,43367.65139464546
155,98,county,05075,85602.51598352191
156,99,county,05077,65619.91731885288
157,4461,county,05079,21459.529996072444
158,4462,county,05081,103882.96004770095
159,100,county,05083,112834.27200807745
160,101,county,05085,40952.975771728554
161,102,county,05087,48961.66282526409
162,2235,county,05089,197872.32427985492
163,103,county,05091,25365.267026298046
164,104,county,05093,77914.13694333978
165,105,county,05095,18316.104093011432
166,4463,county,05097,118696.0186477544
167,4464,county,05099,94544.52664255252
168,2133,county,05101,97894.94354064994
169,2338,county,05103,57876.658619723225
170,106,county,05105,12664.868386888105
171,107,county,05107,69860.71086103102
172,2339,county,05109,59034.08770471049
173,108,county,05111,35318.18205530812
174,109,county,05113,81822.46496756692
175,110,county,05115,199284.1502839584
176,111,county,05117,33184.33735326326
177,112,county,05119,104928.05808409106
178,113,county,05121,42949.051527628224
179,4465,county,05123,54578.094783033346
180,114,county,05125,76000.43344508176
181,4466,county,05127,19473.10148189211
182,2236,county,05129,72756.23258804192
183,115,county,05131,60519.66429892618
184,116,county,05133,8105.581901067854
185,2466,county,05135,72754.3793297393
186,4467,county,05137,96787.74465741547
187,117,county,05139,81306.20177098429
188,4468,county,05141,20641.354983929403
189,118,county,05143,135418.76421841874
190,119,county,05145,101849.29974213231
191,2237,county,05147,62528.07841053289
192,2134,county,05149,42332.14759828433
193,120,county,06000,
194,121,county,06001,357756.129749699
195,4469,county,06003,37394.23540637457
196,122,county,06005,62383.18389687066
197,123,county,06007,212869.58338655403
198,124,county,06009,115728.85114600921
199,125,county,06011,39595.35508072175
200,126,county,06013,289592.4814059439
201,4171,county,06015,8737.31714488512
202,127,county,06017,199494.60872852043
203,128,county,06019,491550.8080590918
204,2177,county,06021,8580.270170803178
205,129,county,06023,255717.11715615063
206,130,county,06025,76513.86823539998
207,2382,county,06027,59782.76345328028
208,131,county,06029,393633.7879199308
209,132,county,06031,109259.20412061924
210,133,county,06033,116366.7252320186
211,2435,county,06035,229922.85769179164
212,134,county,06037,2589731.9962403923
213,135,county,06039,117238.88458965022
214,136,county,06041,273843.97846751864
215,2116,county,06043,131680.63519777454
216,137,county,06045,258380.70284720795
217,138,county,06047,198001.8935276686
218,4470,county,06049,56951.29656219836
219,4471,county,06051,51071.2814529421
220,139,county,06053,142397.38777348102
221,140,county,06055,98615.20827213743
222,141,county,06057,137132.61984409727
223,142,county,06059,789658.4419311441
224,143,county,06061,381298.53450653993
225,2383,county,06063,160403.21241931219
226,144,county,06065,329858.0962377771
227,145,county,06067,400158.064869997
228,146,county,06069,50569.162662363036
229,147,county,06071,814603.3221558133
230,148,county,06073,732086.8297979209
231,149,county,06075,167098.16132549406
232,150,county,06077,174740.78250413455
233,151,county,06079,197857.86458009452
234,152,county,06081,102516.224359369
235,153,county,06083,96145.64490756526
236,154,county,06085,561089.108378323
237,155,county,06087,93601.32091891333
238,156,county,06089,238117.11217716633
239,4472,county,06091,30679.674804018683
240,2135,county,06093,84141.70473993696
241,157,county,06095,122523.87987797061
242,158,county,06097,230603.2406144106
243,159,county,06099,234913.3293537802
244,160,county,06101,19733.202619384374
245,2068,county,06103,21452.127684940737
246,4473,county,06105,29175.232062654908
247,161,county,06107,260346.95496739223
248,2069,county,06109,106283.63001632354
249,162,county,06111,248440.2400851559
250,163,county,06113,217750.8557115032
251,2022,county,06115,126674.72634044549
252,164,county,08000,
253,165,county,08001,224942.08424130097
254,166,county,08003,86309.32429943062
255,167,county,08005,273819.89103195095
256,168,county,08007,53072.27161428946
257,2145,county,08009,117973.06596456928
258,169,county,08011,32774.675620088776
259,170,county,08013,139537.45450936546
260,4109,county,08014,2754.4471401539267
261,171,county,08015,57536.0
262,2117,county,08017,40012.5424610052
263,172,county,08019,11508.355332032474
264,2384,county,08021,101687.59303269227
265,4474,county,08023,60944.84045988381
266,2104,county,08025,106314.1984048378
267,173,county,08027,46922.0
268,174,county,08029,92517.61749956959
269,175,county,08031,386675.1175486911
270,4475,county,08033,24847.978813559323
271,176,county,08035,163015.367271752
272,177,county,08037,132880.23336708086
273,178,county,08039,84330.95385905476
274,179,county,08041,427995.21484923415
275,180,county,08043,50007.88260821652
276,181,county,08045,38367.0
277,4476,county,08047,7476.0
278,2146,county,08049,23388.889351930327
279,2178,county,08051,133846.47569051292
280,4477,county,08053,2102.1196456991456
281,2105,county,08055,17884.348460736182
282,2097,county,08057,19007.602189722693
283,182,county,08059,298313.07242692856
284,4478,county,08061,28068.59840132304
285,2238,county,08063,26999.68175974011
286,183,county,08065,18160.0
287,184,county,08067,29730.84098913674
288,185,county,08069,163678.5932627694
289,186,county,08071,68638.39729513886
290,4099,county,08073,24085.236015925282
291,187,county,08075,47730.058826269225
292,188,county,08077,331332.97313091805
293,4479,county,08079,4213.681089578775
294,2290,county,08081,46448.58882202716
295,189,county,08083,116639.09864176829
296,190,county,08085,124321.68586919858
297,2023,county,08087,128810.00901202315
298,2118,county,08089,113517.7118181244
299,4480,county,08091,24903.261096605744
300,2200,county,08093,28278.44175807138
301,4481,county,08095,10094.571861746632
302,191,county,08097,81908.22867599661
303,2239,county,08099,66306.64559110001
304,192,county,08101,118052.36892017591
305,4482,county,08103,58026.351782863225
306,4483,county,08105,108947.0
307,193,county,08107,148712.8912588989
308,4484,county,08109,41424.793858696125
309,4485,county,08111,2171.8048245614036
310,4486,county,08113,29255.926925977306
311,4487,county,08115,5894.190423050071
312,194,county,08117,51654.60201229737
313,195,county,08119,19780.50292732824
314,2240,county,08121,202408.58349151345
315,196,county,08123,437950.0370215426
316,4488,county,08125,58151.56753563027
317,4104,county,09000,
318,197,county,09001,282979.4334692486
319,198,county,09003,620684.4316782724
320,199,county,09005,337995.35024465155
321,200,county,09007,162740.76781493225
322,201,county,09009,354258.3629302311
323,202,county,09011,168244.39520247624
324,203,county,09013,100514.42834137898
325,204,county,09015,248126.02829019993
326,4108,county,10000,
327,205,county,10001,78699.12535194044
328,206,county,10003,148835.24013605644
329,207,county,10005,142508.99576605088
330,5249,county,11000,
331,208,county,11001,231478.5292403194
332,209,county,12000,
333,210,county,12001,429143.6147939769
334,211,county,12003,12511.235239754444
335,212,county,12005,152575.76924583295
336,213,county,12007,39993.628529279755
337,214,county,12009,161851.37281738722
338,215,county,12011,477577.3470637784
339,216,county,12013,121695.0
340,217,county,12015,139623.89088768666
341,218,county,12017,85876.28448171621
342,219,county,12019,51432.82127499068
343,220,county,12021,49375.698296653696
344,221,county,12023,34882.54114184233
345,2436,county,12027,2111.15411558669
346,222,county,12029,48900.012596052286
347,223,county,12031,240703.8789126028
348,224,county,12033,279449.95812374173
349,225,county,12035,54600.39393125924
350,226,county,12037,54324.345156889496
351,227,county,12039,41312.75961936361
352,228,county,12041,82031.029671177
353,229,county,12043,63526.8062414394
354,4489,county,12045,4961.0
355,230,county,12047,36906.698083067095
356,231,county,12049,18481.694895158606
357,232,county,12051,20001.36026409523
358,233,county,12053,103559.82459941483
359,234,county,12055,66122.76815525263
360,235,county,12057,366849.6561103124
361,236,county,12059,42801.42197797191
362,237,county,12061,30594.729410756714
363,238,county,12063,76218.07852930494
364,239,county,12065,1197.526812459881
365,2147,county,12067,38211.0
366,240,county,12069,227295.06745692837
367,241,county,12071,237694.30360717734
368,242,county,12073,36148.44436136951
369,243,county,12075,121007.6985866243
370,4490,county,12077,5263.615134255492
371,244,county,12079,28454.854124522364
372,245,county,12081,72836.63614146787
373,246,county,12083,228219.28447237136
374,247,county,12085,126226.42312520416
375,248,county,12086,681708.1011640131
376,249,county,12087,150415.68210358042
377,250,county,12089,8135.4054134492635
378,251,county,12091,55846.132801015556
379,4491,county,12093,35543.0
380,252,county,12095,253953.61020337592
381,253,county,12097,105232.44798989802
382,254,county,12099,455296.3173541076
383,255,county,12101,184879.76647806665
384,256,county,12103,418294.03708661656
385,257,county,12105,220999.10584581274
386,258,county,12107,177486.53484757987
387,259,county,12109,22652.36639683192
388,260,county,12111,125524.44934495227
389,261,county,12113,240844.09948044445
390,262,county,12115,258481.96717920178
391,263,county,12117,161641.1991708497
392,264,county,12119,19768.42550935759
393,265,county,12121,88796.2349496764
394,266,county,12123,31249.63886541171
395,4492,county,12125,5164.6735381786775
396,267,county,12127,251080.81325236626
397,4174,county,12129,37603.953521980846
398,268,county,12131,182034.3242708027
399,4493,county,12133,139395.69723981575
400,269,county,13000,
401,270,county,13001,93766.05633910684
402,271,county,13003,113161.11713384296
403,272,county,13005,34499.0
404,273,county,13007,13885.937539994156
405,274,county,13009,14061.844496647369
406,275,county,13011,50093.57384836003
407,276,county,13013,6252.1954032449885
408,277,county,13015,62006.92938079876
409,278,county,13017,2900.620504753673
410,279,county,13019,7436.265154514265
411,280,county,13021,106917.57044381081
412,281,county,13023,26294.57548146351
413,282,county,13025,75372.61194267691
414,283,county,13027,85989.67901207518
415,284,county,13029,32718.0
416,285,county,13031,32111.165169207783
417,286,county,13033,45590.167870984515
418,287,county,13035,44436.0
419,288,county,13037,57390.55527259329
420,289,county,13039,81758.63615859137
421,2201,county,13043,15733.62395932517
422,290,county,13045,38439.50274370281
423,291,county,13047,35836.42772846994
424,4494,county,13049,83985.11231203008
425,292,county,13051,176003.76664976272
426,4495,county,13053,12991.026994839222
427,293,county,13055,58621.186602056565
428,294,county,13057,189442.02911106148
429,295,county,13059,82389.75378370428
430,296,county,13061,54182.08209096729
431,297,county,13063,84397.86439425722
432,298,county,13065,56538.73252380267
433,299,county,13067,238451.52061247788
434,300,county,13069,63440.88143401489
435,301,county,13071,69853.54767033992
436,302,county,13073,29675.767843909714
437,303,county,13075,10472.816475294188
438,304,county,13077,57295.76660015537
439,305,county,13079,88736.0
440,306,county,13081,17967.701369509043
441,307,county,13083,65713.62532070933
442,308,county,13085,10307.9707044556
443,309,county,13087,42410.64285294651
444,310,county,13089,280368.2545047315
445,311,county,13091,76542.42913513066
446,312,county,13093,70191.53376075183
447,313,county,13095,35223.79906536683
448,314,county,13097,45156.21189117656
449,315,county,13099,47710.45063550146
450,316,county,13101,33055.51841868823
451,317,county,13103,12991.421183555594
452,318,county,13105,24358.961696474184
453,319,county,13107,44692.898004509596
454,320,county,13109,27957.0
455,321,county,13111,98874.6790173848
456,322,county,13113,49060.547969517575
457,323,county,13115,79271.73246814692
458,324,county,13117,71925.07412275427
459,325,county,13119,66498.91216393505
460,326,county,13121,242451.69097859642
461,327,county,13123,6090.52098675327
462,328,county,13125,39202.15627831429
463,329,county,13127,59118.965712953024
464,2060,county,13129,64499.26848769985
465,330,county,13131,34937.022917261806
466,331,county,13133,15743.74637138625
467,332,county,13135,194266.6187746679
468,333,county,13137,4377.992012738339
469,334,county,13139,47215.36664726406
470,4496,county,13141,9671.141671562913
471,335,county,13143,25731.42455858748
472,336,county,13145,66006.51188557332
473,337,county,13147,118293.34222241463
474,4497,county,13149,39880.17981926803
475,338,county,13151,113023.40455632925
476,339,county,13153,67349.84480056436
477,340,county,13155,83547.9233550372
478,341,county,13157,112382.62865065952
479,342,county,13159,35501.8466747766
480,4498,county,13161,78771.762580886
481,343,county,13163,212167.66148554187
482,4499,county,13165,57481.66207638515
483,344,county,13167,34881.32347788881
484,345,county,13169,51953.08638460872
485,346,county,13171,34992.193313242824
486,2340,county,13173,48859.0
487,347,county,13175,30423.432640473715
488,2341,county,13177,70549.69499862882
489,348,county,13179,28109.885839843846
490,349,county,13181,2694.5386009423705
491,350,county,13183,32743.88094988467
492,351,county,13185,11059.740858220632
493,4500,county,13187,1066.2517156189954
494,2241,county,13189,2175.222403183208
495,352,county,13191,74553.42052089171
496,353,county,13193,30427.54398563767
497,354,county,13195,51255.6781491409
498,355,county,13197,6739.75656837466
499,356,county,13199,95626.29613031026
500,4501,county,13201,55757.50942925725
501,4502,county,13205,24472.50111549268
502,4503,county,13207,75684.88339647923
503,357,county,13209,24608.230575256108
504,358,county,13211,31952.533312970903
505,359,county,13213,9163.977564412493
506,360,county,13215,120036.17177295068
507,361,county,13217,40795.012327254175
508,4504,county,13219,31425.697484328943
509,2024,county,13221,64988.96445416835
510,362,county,13223,92121.99059198218
511,4505,county,13225,1597.0
512,4506,county,13227,87630.5706354088
513,363,county,13229,17871.041688420108
514,364,county,13231,159549.51621542062
515,4156,county,13233,15453.259543447879
516,4507,county,13235,49616.44933920704
517,4508,county,13237,31395.260869565216
518,4509,county,13239,44790.0
519,365,county,13241,52923.02491411671
520,4510,county,13243,1612.3469871062505
521,366,county,13245,100598.48461654651
522,4118,county,13247,48588.42094025739
523,367,county,13249,2641.0
524,368,county,13251,9897.5679674496
525,4511,county,13253,9240.320152020431
526,4119,county,13255,73312.75772418923
527,4512,county,13257,2799.34935498137
528,2342,county,13259,52743.467588147185
529,369,county,13261,86853.95310488033
530,2242,county,13263,9792.764518945487
531,4513,county,13265,5101.7253378638525
532,4514,county,13267,84583.12648703365
533,2025,county,13269,39980.86903704053
534,370,county,13271,69940.34717872813
535,4515,county,13273,20617.402923325815
536,371,county,13275,54554.98469764012
537,372,county,13277,33549.826397332974
538,4516,county,13279,6627.2361124751405
539,373,county,13281,1572.625352112676
540,4517,county,13283,1584.1643340931291
541,374,county,13285,25807.323043201704
542,4518,county,13287,63346.0
543,2202,county,13289,15615.740799907338
544,2385,county,13291,75610.95020746888
545,375,county,13293,66150.38784386562
546,376,county,13295,45219.7337611375
547,377,county,13297,108684.31727001668
548,378,county,13299,106046.54902715483
549,4519,county,13301,19881.475173196694
550,2148,county,13303,47368.11151858174
551,379,county,13305,23411.154454696465
552,4520,county,13307,39898.52187664734
553,4521,county,13309,9207.997199650783
554,4522,county,13311,7411.0
555,380,county,13313,43565.202549812006
556,2291,county,13315,69287.13804691785
557,381,county,13317,10313.08794715074
558,2119,county,13319,37843.320966472456
559,4523,county,13321,70132.44183466668
560,2090,county,15000,
561,382,county,15001,157432.7066860398
562,383,county,15003,341181.3298136877
563,4524,county,15005,6432.0
564,384,county,15007,105446.9591526269
565,385,county,15009,150744.2127037365
566,386,county,16000,
567,387,county,16001,100664.18364082348
568,4525,county,16003,60693.68837976638
569,388,county,16005,30509.1805327628
570,2149,county,16007,60882.57216380354
571,4526,county,16009,68726.80639306866
572,389,county,16011,92517.15320169483
573,390,county,16013,23023.94507738112
574,4527,county,16015,10444.008260612336
575,391,county,16017,215328.0779510273
576,392,county,16019,69226.06315159625
577,4528,county,16021,32888.346037150615
578,4529,county,16023,71247.73477812177
579,4530,county,16025,41296.77514460025
580,393,county,16027,109172.91741110457
581,4531,county,16029,37551.41590523172
582,394,county,16031,20523.57277542004
583,4532,county,16033,33179.919842991425
584,4533,county,16035,14173.113099199814
585,4534,county,16037,21976.02372579561
586,2292,county,16039,112148.05307024048
587,2243,county,16041,20169.7286444591
588,395,county,16043,48068.804133385325
589,396,county,16045,61875.54999558933
590,397,county,16047,9123.489608210071
591,4535,county,16049,194177.9501625236
592,4157,county,16051,76100.50504257584
593,398,county,16053,34121.1400009395
594,399,county,16055,106537.63019246171
595,400,county,16057,116685.72387432163
596,4536,county,16059,42226.109267660766
597,4537,county,16061,15098.94279661017
598,4538,county,16063,74964.00049185724
599,4120,county,16065,155427.99985741446
600,2150,county,16067,2191.1078408216244
601,2244,county,16069,143460.94080249796
602,4539,county,16071,19115.815989738403
603,2151,county,16073,27761.504407674296
604,401,county,16075,23318.84711074147
605,4540,county,16077,5780.0
606,4541,county,16079,31164.659383584534
607,4542,county,16081,36614.60048342541
608,402,county,16083,57955.784875468555
609,4543,county,16085,70654.19214900742
610,2343,county,16087,6936.44343368453
611,403,county,17000,
612,404,county,17001,167083.62731995538
613,405,county,17003,82252.56431226764
614,406,county,17005,46315.296282101706
615,407,county,17007,72457.12107055585
616,4544,county,17009,45794.92872924612
617,408,county,17011,292216.91953767155
618,2245,county,17013,111193.59547107888
619,409,county,17015,19494.54028963304
620,410,county,17017,56364.90398432397
621,411,county,17019,309316.3425677981
622,412,county,17021,140681.6454399071
623,413,county,17023,70451.46895223048
624,414,county,17025,51859.72680511635
625,415,county,17027,167522.13301627987
626,416,county,17029,167393.365562364
627,417,county,17031,1544237.842499131
628,2203,county,17033,61391.490034876886
629,2066,county,17035,89551.47126151196
630,418,county,17037,185648.94559778358
631,419,county,17039,98368.9076700483
632,4545,county,17041,91277.55080010857
633,420,county,17043,363102.1584072531
634,2026,county,17045,173505.41721529176
635,2414,county,17047,56596.44902358978
636,421,county,17049,70392.3859149967
637,422,county,17051,132074.21318930353
638,423,county,17053,143884.83937801633
639,424,county,17055,141185.16328572383
640,425,county,17057,160820.95991917478
641,2152,county,17059,71365.85790928692
642,426,county,17061,100942.55327832063
643,427,county,17063,130766.3859774661
644,2153,county,17065,110127.51726974348
645,428,county,17067,185673.8243676651
646,4546,county,17069,6014.511453707601
647,2437,county,17071,67812.42172504668
648,429,county,17073,79703.05912972313
649,430,county,17075,120987.2272643446
650,431,county,17077,41660.261813637364
651,2246,county,17079,69632.9744849193
652,432,county,17081,159348.1215880207
653,433,county,17083,127169.354108423
654,434,county,17085,35911.995240649536
655,435,county,17087,156248.0942061986
656,436,county,17089,214625.34685575182
657,437,county,17091,99250.27872103865
658,438,county,17093,55460.49701701143
659,439,county,17095,126206.64586964781
660,440,county,17097,326316.26041500474
661,441,county,17099,165491.5319088923
662,442,county,17101,22247.731026346835
663,443,county,17103,158413.5236487753
664,444,county,17105,277346.79878303444
665,445,county,17107,152741.38637702187
666,446,county,17109,15918.674058910701
667,447,county,17111,200052.17588095937
668,448,county,17113,162478.13106547183
669,449,county,17115,245281.03603458367
670,450,county,17117,217738.01214233722
671,451,county,17119,326046.5140252148
672,452,county,17121,33592.79507925392
673,453,county,17123,223772.1666662326
674,454,county,17125,112974.00977993887
675,455,county,17127,54001.65216498004
676,2293,county,17129,37762.348007268934
677,456,county,17131,84758.44264265356
678,457,county,17133,35190.37983478514
679,458,county,17135,198939.66549923568
680,459,county,17137,61000.3723502847
681,4547,county,17139,76095.04706072394
682,460,county,17141,322777.31899961864
683,461,county,17143,361017.3554120343
684,462,county,17145,73222.51258691047
685,463,county,17147,108080.54700858182
686,2099,county,17149,97707.55750213136
687,4548,county,17151,69175.83311017611
688,2386,county,17153,164359.00132119414
689,2499,county,17155,86968.40030986647
690,464,county,17157,108607.5894680041
691,2102,county,17159,68068.3090634728
692,465,county,17161,115881.45395262129
693,466,county,17163,121400.41284113968
694,467,county,17165,40199.365499978434
695,468,county,17167,138273.19074873833
696,2247,county,17169,210785.57145057316
697,4549,county,17171,37161.245098856685
698,2154,county,17173,81496.69752610181
699,4550,county,17175,73886.72583501262
700,469,county,17177,167157.2963441812
701,470,county,17179,169972.83750138804
702,471,county,17181,162343.63171309666
703,472,county,17183,79740.0994946612
704,2136,county,17185,134920.08817303012
705,473,county,17187,191086.80380999416
706,2387,county,17189,136195.7502463912
707,2294,county,17191,149332.00351851457
708,2248,county,17193,87126.3531553398
709,474,county,17195,106671.43413851816
710,475,county,17197,277941.81296259735
711,476,county,17199,156158.41996656358
712,477,county,17201,200214.15337110954
713,2415,county,17203,92599.79848311027
714,478,county,18000,
715,479,county,18001,67537.05097139394
716,480,county,18003,316859.7313045544
717,481,county,18005,129515.68327712902
718,482,county,18007,130376.10817906792
719,483,county,18009,14629.994918978302
720,484,county,18011,87659.22323333296
721,485,county,18013,51023.325918392264
722,486,county,18015,221127.90556925695
723,487,county,18017,13079.462794648312
724,488,county,18019,95552.5491355143
725,489,county,18021,102871.2755904801
726,2204,county,18023,55909.62252957979
727,490,county,18025,82265.86360305182
728,491,county,18027,11554.886166370885
729,492,county,18029,58807.050509935354
730,493,county,18031,60524.51279868115
731,494,county,18033,143124.03058255804
732,495,county,18035,280462.95495191857
733,496,county,18037,31856.641011810163
734,497,county,18039,55678.24277024143
735,498,county,18041,11523.137439024218
736,499,county,18043,96984.34578005524
737,500,county,18045,38421.01717080788
738,501,county,18047,85486.14321033127
739,502,county,18049,90501.89301968282
740,503,county,18051,77005.85879669295
741,504,county,18053,103651.03556987426
742,505,county,18055,52745.04544718062
743,506,county,18057,153140.5938902726
744,507,county,18059,42821.68069101906
745,508,county,18061,121320.74071271982
746,509,county,18063,163596.19502555428
747,510,county,18065,216746.1582215513
748,511,county,18067,56673.59610435874
749,512,county,18069,34043.33197333998
750,513,county,18071,54012.751253577066
751,514,county,18073,91244.48910372019
752,515,county,18075,86451.40008442497
753,516,county,18077,85320.60324374183
754,517,county,18079,74611.84145657785
755,518,county,18081,73361.43847903922
756,519,county,18083,135487.33995513938
757,520,county,18085,144718.78572244727
758,521,county,18087,142307.35970419794
759,522,county,18089,173939.74885678917
760,523,county,18091,184410.91604228618
761,524,county,18093,114245.09518604532
762,525,county,18095,167559.02786183107
763,526,county,18097,253101.2648638737
764,527,county,18099,60418.18247124298
765,4551,county,18101,54067.13184293298
766,528,county,18103,93041.28815388629
767,529,county,18105,133090.69571894404
768,2071,county,18107,56964.79486518975
769,530,county,18109,103897.20371512578
770,2155,county,18111,51019.91832351321
771,531,county,18113,181753.5414719195
772,2344,county,18115,6883.85339882348
773,2205,county,18117,31492.484983888804
774,4167,county,18119,134697.39442298037
775,532,county,18121,120467.9522460954
776,533,county,18123,107503.25883926237
777,534,county,18125,46262.68635805482
778,535,county,18127,123361.12923347943
779,536,county,18129,16410.279565979963
780,2077,county,18131,73600.15247596869
781,2388,county,18133,192955.70564568654
782,537,county,18135,187754.96198201436
783,2295,county,18137,19588.633993315732
784,2467,county,18139,53202.33425076574
785,538,county,18141,145195.5907602733
786,4158,county,18143,114893.48435905739
787,539,county,18145,141713.22683006478
788,540,county,18147,166366.0132305028
789,2249,county,18149,60840.200242244835
790,541,county,18151,87734.6810344098
791,2048,county,18153,73964.0060091633
792,4552,county,18155,51535.93212971122
793,542,county,18157,162551.76928222866
794,2345,county,18159,101950.28059089989
795,4553,county,18161,16502.960717063368
796,543,county,18163,83119.7760981821
797,544,county,18165,45357.54562921517
798,545,county,18167,141533.54296834904
799,4135,county,18169,106702.21731902854
800,2346,county,18171,23642.37597455024
801,546,county,18173,102068.57366343042
802,547,county,18175,65170.28070017459
803,548,county,18177,95248.25526016422
804,2468,county,18179,148502.58520154314
805,4554,county,18181,164593.46304796106
806,4159,county,18183,55174.275148663015
807,549,county,19000,
808,550,county,19001,97342.78094553009
809,4555,county,19003,14187.575997361573
810,2078,county,19005,39335.37652375366
811,551,county,19007,102224.14963704077
812,552,county,19009,68893.64155793979
813,553,county,19011,92436.29283696813
814,554,county,19013,128884.14780460828
815,555,county,19015,101363.82828215546
816,556,county,19017,33728.69549083079
817,557,county,19019,110592.7668112113
818,4556,county,19021,111503.1487697379
